freq,Aux1,calc,mouse,experiment_phase
62.81227694503926,-0.8719042320402537,baseline,I2,After KET
64.23982869379014,-0.8781864562143016,baseline,I2,After KET
65.66738044254105,-0.7867098718225899,baseline,I2,After KET
67.09493219129193,-0.8389580407330717,baseline,I2,After KET
68.52248394004283,-0.7891987933156189,baseline,I2,After KET
69.95003568879372,-0.7511369429659298,baseline,I2,After KET
71.3775874375446,-0.7450312276501311,baseline,I2,After KET
72.8051391862955,-0.7022784247936674,baseline,I2,After KET
74.23269093504639,-0.6701116506180642,baseline,I2,After KET
75.66024268379729,-0.6756441252984476,baseline,I2,After KET
77.08779443254818,-0.6958067719213389,baseline,I2,After KET
78.51534618129907,-0.7968730316479018,baseline,I2,After KET
79.94289793004997,-0.6888908884244794,baseline,I2,After KET
81.37044967880085,-0.7880012934005833,baseline,I2,After KET
82.79800142755175,-0.8653340750958527,baseline,I2,After KET
84.22555317630264,-0.7796929073871149,baseline,I2,After KET
85.65310492505353,-0.8475519176410532,baseline,I2,After KET
87.08065667380443,-0.8518293182503434,baseline,I2,After KET
88.50820842255531,-0.8411235157796932,baseline,I2,After KET
89.93576017130621,-0.8827534768673129,baseline,I2,After KET
91.3633119200571,-0.8829240610858041,baseline,I2,After KET
92.79086366880799,-0.9053905610019052,baseline,I2,After KET
94.21841541755889,-0.8787413865167134,baseline,I2,After KET
95.64596716630977,-0.9681674069950552,baseline,I2,After KET
97.07351891506067,-0.8554072378523434,baseline,I2,After KET
98.50107066381156,-0.8861998382915983,baseline,I2,After KET
99.92862241256245,-0.8918895804777811,baseline,I2,After KET
0.0,-0.1727493358330007,baseline,I3,After KET
1.4275517487508922,1.5110954153799792,baseline,I3,After KET
2.8551034975017844,1.5518320793348872,baseline,I3,After KET
4.282655246252677,1.4655877679186213,baseline,I3,After KET
5.710206995003569,1.483114369965595,baseline,I3,After KET
7.1377587437544605,1.5485036213317163,baseline,I3,After KET
8.565310492505354,1.1436666536926767,baseline,I3,After KET
9.992862241256246,0.8020081487950523,baseline,I3,After KET
11.420413990007138,0.6685975842930694,baseline,I3,After KET
12.84796573875803,0.5357766548521481,baseline,I3,After KET
14.275517487508921,0.3846236401065372,baseline,I3,After KET
15.703069236259815,0.31244411681036327,baseline,I3,After KET
17.130620985010708,0.22945821145538994,baseline,I3,After KET
18.558172733761598,0.23995242523090257,baseline,I3,After KET
19.98572448251249,0.1773687426874718,baseline,I3,After KET
21.41327623126338,0.13548503667434547,baseline,I3,After KET
22.840827980014275,0.11439463898940566,baseline,I3,After KET
24.26837972876517,0.04270450322565628,baseline,I3,After KET
25.69593147751606,0.018621895004977247,baseline,I3,After KET
27.123483226266952,-0.03546222107957584,baseline,I3,After KET
28.551034975017842,-0.1826050336667954,baseline,I3,After KET
29.978586723768736,-0.22175241981584232,baseline,I3,After KET
31.40613847251963,-0.2206301050616691,baseline,I3,After KET
32.83369022127052,-0.34518617688031467,baseline,I3,After KET
34.261241970021416,-0.44958205798357703,baseline,I3,After KET
35.6887937187723,-0.4443409738937606,baseline,I3,After KET
37.116345467523196,-0.5079209215814491,baseline,I3,After KET
38.54389721627409,-0.6574050799134881,baseline,I3,After KET
39.97144896502498,-0.7876415138754476,baseline,I3,After KET
41.39900071377588,-0.9335255516100481,baseline,I3,After KET
42.82655246252676,-1.158076389971661,baseline,I3,After KET
44.25410421127766,-1.325079548326843,baseline,I3,After KET
45.68165596002855,-1.4704626665553173,baseline,I3,After KET
47.109207708779444,-1.794361394281957,baseline,I3,After KET
48.53675945753034,-1.93189513014286,baseline,I3,After KET
49.964311206281224,-1.25657282523238,baseline,I3,After KET
51.39186295503212,-1.7058932764886954,baseline,I3,After KET
52.81941470378301,-1.5505901009350758,baseline,I3,After KET
54.246966452533904,-1.3418555340699763,baseline,I3,After KET
55.6745182012848,-1.1831499560687004,baseline,I3,After KET
57.102069950035684,-1.125936662820316,baseline,I3,After KET
58.52962169878658,-0.9389199332083237,baseline,I3,After KET
59.95717344753747,-0.8947294192964799,baseline,I3,After KET
61.384725196288365,-0.9486038564061275,baseline,I3,After KET
62.81227694503926,-0.8291689482814162,baseline,I3,After KET
64.23982869379014,-0.791182358093779,baseline,I3,After KET
65.66738044254105,-0.7111964575269544,baseline,I3,After KET
67.09493219129193,-0.8333090946760471,baseline,I3,After KET
68.52248394004283,-0.7820360919939618,baseline,I3,After KET
69.95003568879372,-0.733940671390559,baseline,I3,After KET
71.3775874375446,-0.7532004057654542,baseline,I3,After KET
72.8051391862955,-0.7670030875395871,baseline,I3,After KET
74.23269093504639,-0.74410364101241,baseline,I3,After KET
75.66024268379729,-0.7816346635762621,baseline,I3,After KET
77.08779443254818,-0.7767612085960975,baseline,I3,After KET
78.51534618129907,-0.77745756926577,baseline,I3,After KET
79.94289793004997,-0.8484809407077357,baseline,I3,After KET
81.37044967880085,-0.8450974273278089,baseline,I3,After KET
82.79800142755175,-0.8089526717373389,baseline,I3,After KET
84.22555317630264,-0.8394495363139892,baseline,I3,After KET
85.65310492505353,-0.8334436521026446,baseline,I3,After KET
87.08065667380443,-0.8407051062799746,baseline,I3,After KET
88.50820842255531,-0.8887921176031446,baseline,I3,After KET
89.93576017130621,-0.985245532046697,baseline,I3,After KET
91.3633119200571,-0.895377913761231,baseline,I3,After KET
92.79086366880799,-0.8979789375334306,baseline,I3,After KET
94.21841541755889,-0.8650380744266716,baseline,I3,After KET
95.64596716630977,-0.9176953243173553,baseline,I3,After KET
97.07351891506067,-0.9484339483646957,baseline,I3,After KET
98.50107066381156,-0.9189899250699506,baseline,I3,After KET
99.92862241256245,-0.8841827014312728,baseline,I3,After KET
0.0,0.1814874820663938,baseline,I4,After KET
1.4275517487508922,1.9394464681114,baseline,I4,After KET
2.8551034975017844,2.105553577651713,baseline,I4,After KET
4.282655246252677,2.0085734456330115,baseline,I4,After KET
5.710206995003569,1.7605954870382217,baseline,I4,After KET
7.1377587437544605,1.438280933174712,baseline,I4,After KET
8.565310492505354,1.1239492784321015,baseline,I4,After KET
9.992862241256246,0.9937172820937313,baseline,I4,After KET
11.420413990007138,0.8153723332256128,baseline,I4,After KET
12.84796573875803,0.690840627964393,baseline,I4,After KET
14.275517487508921,0.5373010839385973,baseline,I4,After KET
15.703069236259815,0.43842884329430215,baseline,I4,After KET
17.130620985010708,0.31591213294052706,baseline,I4,After KET
18.558172733761598,0.2779289672694063,baseline,I4,After KET
19.98572448251249,0.20344987921928218,baseline,I4,After KET
21.41327623126338,0.07753414586837107,baseline,I4,After KET
22.840827980014275,0.08876679633517952,baseline,I4,After KET
24.26837972876517,0.06875400490771419,baseline,I4,After KET
25.69593147751606,-0.038757232258041695,baseline,I4,After KET
27.123483226266952,-0.05074636388775159,baseline,I4,After KET
28.551034975017842,-0.06974942552197426,baseline,I4,After KET
29.978586723768736,-0.21406322893579782,baseline,I4,After KET
31.40613847251963,-0.23380401091739472,baseline,I4,After KET
32.83369022127052,-0.268585565604006,baseline,I4,After KET
34.261241970021416,-0.4075857797750799,baseline,I4,After KET
35.6887937187723,-0.4679974331890383,baseline,I4,After KET
37.116345467523196,-0.4902252895742638,baseline,I4,After KET
38.54389721627409,-0.6337844281206974,baseline,I4,After KET
39.97144896502498,-0.746508436024212,baseline,I4,After KET
41.39900071377588,-0.8580513882645154,baseline,I4,After KET
42.82655246252676,-0.9962938113434185,baseline,I4,After KET
44.25410421127766,-1.2143382091280308,baseline,I4,After KET
45.68165596002855,-1.402160761446579,baseline,I4,After KET
47.109207708779444,-1.6140526179502546,baseline,I4,After KET
48.53675945753034,-1.7260638718867762,baseline,I4,After KET
49.964311206281224,-1.524877118757235,baseline,I4,After KET
51.39186295503212,-1.399125874518843,baseline,I4,After KET
52.81941470378301,-1.4451153825343417,baseline,I4,After KET
54.246966452533904,-1.1862011595888167,baseline,I4,After KET
55.6745182012848,-1.12330733237363,baseline,I4,After KET
57.102069950035684,-1.0225645322638466,baseline,I4,After KET
58.52962169878658,-0.9633378754035234,baseline,I4,After KET
59.95717344753747,-0.9027461416570006,baseline,I4,After KET
61.384725196288365,-0.7384100380353079,baseline,I4,After KET
62.81227694503926,-0.7553280442101131,baseline,I4,After KET
64.23982869379014,-0.7468535854139915,baseline,I4,After KET
65.66738044254105,-0.6712734117015842,baseline,I4,After KET
67.09493219129193,-0.6695193531648773,baseline,I4,After KET
68.52248394004283,-0.7448836824213857,baseline,I4,After KET
69.95003568879372,-0.645776250161922,baseline,I4,After KET
71.3775874375446,-0.6912452849457916,baseline,I4,After KET
72.8051391862955,-0.6617581340704379,baseline,I4,After KET
74.23269093504639,-0.7612041880298843,baseline,I4,After KET
75.66024268379729,-0.7865466490666013,baseline,I4,After KET
77.08779443254818,-0.7419671047979686,baseline,I4,After KET
78.51534618129907,-0.7499071816685661,baseline,I4,After KET
79.94289793004997,-0.7510113791138007,baseline,I4,After KET
81.37044967880085,-0.8149598070845474,baseline,I4,After KET
82.79800142755175,-0.7631251865740719,baseline,I4,After KET
84.22555317630264,-0.9278992942021178,baseline,I4,After KET
85.65310492505353,-0.7940932473008144,baseline,I4,After KET
87.08065667380443,-0.8304868718723833,baseline,I4,After KET
88.50820842255531,-0.8752646250376234,baseline,I4,After KET
89.93576017130621,-0.8872663672674567,baseline,I4,After KET
91.3633119200571,-0.8728112070458895,baseline,I4,After KET
92.79086366880799,-0.866350360467829,baseline,I4,After KET
94.21841541755889,-0.8377129348836839,baseline,I4,After KET
95.64596716630977,-0.8127982326515775,baseline,I4,After KET
97.07351891506067,-0.8914542078269427,baseline,I4,After KET
98.50107066381156,-0.8361635498411402,baseline,I4,After KET
99.92862241256245,-0.8887484846368248,baseline,I4,After KET
0.0,-0.5846379638991004,baseline,I5,After KET
1.4275517487508922,1.2124997791710852,baseline,I5,After KET
2.8551034975017844,1.5013370346859047,baseline,I5,After KET
4.282655246252677,1.352394447005275,baseline,I5,After KET
5.710206995003569,1.407615896070543,baseline,I5,After KET
7.1377587437544605,1.2778560490472606,baseline,I5,After KET
8.565310492505354,1.1762688194535753,baseline,I5,After KET
9.992862241256246,0.8029790817147915,baseline,I5,After KET
11.420413990007138,0.6023526978464218,baseline,I5,After KET
12.84796573875803,0.4084648822244308,baseline,I5,After KET
14.275517487508921,0.3402586921892345,baseline,I5,After KET
15.703069236259815,0.2521715085230055,baseline,I5,After KET
17.130620985010708,0.2769396773390496,baseline,I5,After KET
18.558172733761598,0.174417894374929,baseline,I5,After KET
19.98572448251249,0.118413670228985,baseline,I5,After KET
21.41327623126338,0.08711193502095478,baseline,I5,After KET
22.840827980014275,0.013398216528001378,baseline,I5,After KET
24.26837972876517,-0.03845820585733224,baseline,I5,After KET
25.69593147751606,-0.09657183710777278,baseline,I5,After KET
27.123483226266952,-0.15830309390994832,baseline,I5,After KET
28.551034975017842,-0.14388319053299772,baseline,I5,After KET
29.978586723768736,-0.2526551073320661,baseline,I5,After KET
31.40613847251963,-0.3039466353597055,baseline,I5,After KET
32.83369022127052,-0.4542053420001641,baseline,I5,After KET
34.261241970021416,-0.48839216896506854,baseline,I5,After KET
35.6887937187723,-0.5829544221251707,baseline,I5,After KET
37.116345467523196,-0.6963409917118213,baseline,I5,After KET
38.54389721627409,-0.8444608650802818,baseline,I5,After KET
39.97144896502498,-0.8917699783781581,baseline,I5,After KET
41.39900071377588,-1.0819186139779065,baseline,I5,After KET
42.82655246252676,-1.2412500782833265,baseline,I5,After KET
44.25410421127766,-1.3810148068709645,baseline,I5,After KET
45.68165596002855,-1.7227316014563132,baseline,I5,After KET
47.109207708779444,-1.88506559111462,baseline,I5,After KET
48.53675945753034,-2.0416099214601635,baseline,I5,After KET
49.964311206281224,-1.3576707854497823,baseline,I5,After KET
51.39186295503212,-1.7791662906191967,baseline,I5,After KET
52.81941470378301,-1.6037062010536742,baseline,I5,After KET
54.246966452533904,-1.4142634611115612,baseline,I5,After KET
55.6745182012848,-1.2477958160958702,baseline,I5,After KET
57.102069950035684,-1.1906567650517157,baseline,I5,After KET
58.52962169878658,-1.1374948330299854,baseline,I5,After KET
59.95717344753747,-1.0751278053153714,baseline,I5,After KET
61.384725196288365,-1.1095732835833703,baseline,I5,After KET
62.81227694503926,-1.031059509741139,baseline,I5,After KET
64.23982869379014,-0.995829488204876,baseline,I5,After KET
65.66738044254105,-0.9104319788357728,baseline,I5,After KET
67.09493219129193,-0.8871140069420898,baseline,I5,After KET
68.52248394004283,-0.8613451885764218,baseline,I5,After KET
69.95003568879372,-0.8851999708904185,baseline,I5,After KET
71.3775874375446,-0.8781967357010585,baseline,I5,After KET
72.8051391862955,-0.8471676462961897,baseline,I5,After KET
74.23269093504639,-0.9464080566854678,baseline,I5,After KET
75.66024268379729,-0.8742529783248247,baseline,I5,After KET
77.08779443254818,-0.7840918715686495,baseline,I5,After KET
78.51534618129907,-0.8717007810206578,baseline,I5,After KET
79.94289793004997,-0.8624526193347497,baseline,I5,After KET
81.37044967880085,-0.9517764313756325,baseline,I5,After KET
82.79800142755175,-0.9392791384758978,baseline,I5,After KET
84.22555317630264,-0.9046895179098855,baseline,I5,After KET
85.65310492505353,-0.9865315281066424,baseline,I5,After KET
87.08065667380443,-1.0047772510600608,baseline,I5,After KET
88.50820842255531,-0.983800189839844,baseline,I5,After KET
89.93576017130621,-0.9487545414244586,baseline,I5,After KET
91.3633119200571,-0.9835812886365963,baseline,I5,After KET
92.79086366880799,-0.9483671666301671,baseline,I5,After KET
94.21841541755889,-0.9884550283867972,baseline,I5,After KET
95.64596716630977,-0.9645624532302269,baseline,I5,After KET
97.07351891506067,-0.9728513571292585,baseline,I5,After KET
98.50107066381156,-0.958560180429826,baseline,I5,After KET
99.92862241256245,-1.042028183367453,baseline,I5,After KET
0.0,0.10004283820063406,baseline,I6,After KET
1.4275517487508922,1.7579807673698344,baseline,I6,After KET
2.8551034975017844,1.784386539830949,baseline,I6,After KET
4.282655246252677,1.7824923323799837,baseline,I6,After KET
5.710206995003569,1.6808002698169362,baseline,I6,After KET
7.1377587437544605,1.3623950409055072,baseline,I6,After KET
8.565310492505354,1.273567922490182,baseline,I6,After KET
9.992862241256246,1.094841950641768,baseline,I6,After KET
11.420413990007138,0.7646212701785348,baseline,I6,After KET
12.84796573875803,0.5399921968719991,baseline,I6,After KET
14.275517487508921,0.4668150578584116,baseline,I6,After KET
15.703069236259815,0.42516512686177865,baseline,I6,After KET
17.130620985010708,0.28057775116062533,baseline,I6,After KET
18.558172733761598,0.21841199119264232,baseline,I6,After KET
19.98572448251249,0.15346849157034248,baseline,I6,After KET
21.41327623126338,0.08036155098454371,baseline,I6,After KET
22.840827980014275,0.147075323107561,baseline,I6,After KET
24.26837972876517,-0.011751371367681505,baseline,I6,After KET
25.69593147751606,-0.007774190409145193,baseline,I6,After KET
27.123483226266952,-0.06782476975717179,baseline,I6,After KET
28.551034975017842,-0.174481253456233,baseline,I6,After KET
29.978586723768736,-0.23215162676218262,baseline,I6,After KET
31.40613847251963,-0.36275021380554007,baseline,I6,After KET
32.83369022127052,-0.32669579354974476,baseline,I6,After KET
34.261241970021416,-0.4207277625568828,baseline,I6,After KET
35.6887937187723,-0.5822684979742819,baseline,I6,After KET
37.116345467523196,-0.6727679366367558,baseline,I6,After KET
38.54389721627409,-0.7774784335945735,baseline,I6,After KET
39.97144896502498,-0.9163315990140565,baseline,I6,After KET
41.39900071377588,-0.976471342094457,baseline,I6,After KET
42.82655246252676,-1.1162454274384213,baseline,I6,After KET
44.25410421127766,-1.4554727040323996,baseline,I6,After KET
45.68165596002855,-1.6078910496169632,baseline,I6,After KET
47.109207708779444,-1.7631144815145154,baseline,I6,After KET
48.53675945753034,-1.8082106821050505,baseline,I6,After KET
49.964311206281224,-1.5192793528914754,baseline,I6,After KET
51.39186295503212,-1.6236194882965262,baseline,I6,After KET
52.81941470378301,-1.5474771937537046,baseline,I6,After KET
54.246966452533904,-1.3778001968683464,baseline,I6,After KET
55.6745182012848,-1.1531689480245475,baseline,I6,After KET
57.102069950035684,-1.1386580882168846,baseline,I6,After KET
58.52962169878658,-1.0493377508170887,baseline,I6,After KET
59.95717344753747,-1.0021292446503276,baseline,I6,After KET
61.384725196288365,-0.9041649379421386,baseline,I6,After KET
62.81227694503926,-0.8810743678836861,baseline,I6,After KET
64.23982869379014,-0.8451485898724441,baseline,I6,After KET
65.66738044254105,-0.8208425643113793,baseline,I6,After KET
67.09493219129193,-0.8366125700499294,baseline,I6,After KET
68.52248394004283,-0.7923435627106219,baseline,I6,After KET
69.95003568879372,-0.7365064171808158,baseline,I6,After KET
71.3775874375446,-0.678096239881519,baseline,I6,After KET
72.8051391862955,-0.670400628996538,baseline,I6,After KET
74.23269093504639,-0.6694118728929082,baseline,I6,After KET
75.66024268379729,-0.6897570425473446,baseline,I6,After KET
77.08779443254818,-0.7586497717469969,baseline,I6,After KET
78.51534618129907,-0.6841181475558256,baseline,I6,After KET
79.94289793004997,-0.7600028561108693,baseline,I6,After KET
81.37044967880085,-0.8051569524179353,baseline,I6,After KET
82.79800142755175,-0.7611498322504184,baseline,I6,After KET
84.22555317630264,-0.7134736758768638,baseline,I6,After KET
85.65310492505353,-0.7563368088522409,baseline,I6,After KET
87.08065667380443,-0.772431793597332,baseline,I6,After KET
88.50820842255531,-0.7824348337432973,baseline,I6,After KET
89.93576017130621,-0.7799671282205258,baseline,I6,After KET
91.3633119200571,-0.726841389324598,baseline,I6,After KET
92.79086366880799,-0.8295268217645716,baseline,I6,After KET
94.21841541755889,-0.864748457486538,baseline,I6,After KET
95.64596716630977,-0.7777966107406656,baseline,I6,After KET
97.07351891506067,-0.888277185008213,baseline,I6,After KET
98.50107066381156,-0.8652128146226216,baseline,I6,After KET
99.92862241256245,-0.7468251124632194,baseline,I6,After KET
0.0,-0.3107805876754062,baseline,L1,After KET
1.4275517487508922,1.3889051820730942,baseline,L1,After KET
2.8551034975017844,1.5164838048471934,baseline,L1,After KET
4.282655246252677,1.5623278699159628,baseline,L1,After KET
5.710206995003569,1.5881409349663445,baseline,L1,After KET
7.1377587437544605,1.5389441793917855,baseline,L1,After KET
8.565310492505354,1.2576352116348972,baseline,L1,After KET
9.992862241256246,0.9043058200237156,baseline,L1,After KET
11.420413990007138,0.6484246333490064,baseline,L1,After KET
12.84796573875803,0.5946530124532124,baseline,L1,After KET
14.275517487508921,0.397095620775037,baseline,L1,After KET
15.703069236259815,0.28153709009431716,baseline,L1,After KET
17.130620985010708,0.24698329547662876,baseline,L1,After KET
18.558172733761598,0.19101533247341707,baseline,L1,After KET
19.98572448251249,0.07811758919168416,baseline,L1,After KET
21.41327623126338,-0.03167208129239412,baseline,L1,After KET
22.840827980014275,-0.036023522888650385,baseline,L1,After KET
24.26837972876517,-0.05205911446953431,baseline,L1,After KET
25.69593147751606,-0.06956841979731815,baseline,L1,After KET
27.123483226266952,-0.15623879339998975,baseline,L1,After KET
28.551034975017842,-0.1214980594687783,baseline,L1,After KET
29.978586723768736,-0.23403681427761028,baseline,L1,After KET
31.40613847251963,-0.3832860775305001,baseline,L1,After KET
32.83369022127052,-0.44610118587300135,baseline,L1,After KET
34.261241970021416,-0.5632553981746073,baseline,L1,After KET
35.6887937187723,-0.6174930082425751,baseline,L1,After KET
37.116345467523196,-0.7434401468857993,baseline,L1,After KET
38.54389721627409,-0.884310933829857,baseline,L1,After KET
39.97144896502498,-1.0158211906101478,baseline,L1,After KET
41.39900071377588,-1.0949409773528993,baseline,L1,After KET
42.82655246252676,-1.3212142598452452,baseline,L1,After KET
44.25410421127766,-1.4312824531777832,baseline,L1,After KET
45.68165596002855,-1.57626916761075,baseline,L1,After KET
47.109207708779444,-1.853899255197438,baseline,L1,After KET
48.53675945753034,-1.9281100701215226,baseline,L1,After KET
49.964311206281224,-1.8768709245960205,baseline,L1,After KET
51.39186295503212,-1.753026108185369,baseline,L1,After KET
52.81941470378301,-1.5574845420607488,baseline,L1,After KET
54.246966452533904,-1.3811044590082031,baseline,L1,After KET
55.6745182012848,-1.2694453765325868,baseline,L1,After KET
57.102069950035684,-1.2390062586954715,baseline,L1,After KET
58.52962169878658,-1.1668022409809473,baseline,L1,After KET
59.95717344753747,-1.028874528280951,baseline,L1,After KET
61.384725196288365,-1.0351350587571242,baseline,L1,After KET
62.81227694503926,-0.9358594973430714,baseline,L1,After KET
64.23982869379014,-0.9175199775817824,baseline,L1,After KET
65.66738044254105,-0.8864564578396474,baseline,L1,After KET
67.09493219129193,-0.7448550274682848,baseline,L1,After KET
68.52248394004283,-0.6987382336405854,baseline,L1,After KET
69.95003568879372,-0.7117952937183162,baseline,L1,After KET
71.3775874375446,-0.689493370903337,baseline,L1,After KET
72.8051391862955,-0.6746374800333617,baseline,L1,After KET
74.23269093504639,-0.5435842083174834,baseline,L1,After KET
75.66024268379729,-0.7083738850635882,baseline,L1,After KET
77.08779443254818,-0.6359015950998675,baseline,L1,After KET
78.51534618129907,-0.5196580583070931,baseline,L1,After KET
79.94289793004997,-0.6020114109757682,baseline,L1,After KET
81.37044967880085,-0.5598597186783085,baseline,L1,After KET
82.79800142755175,-0.582802334887862,baseline,L1,After KET
84.22555317630264,-0.5794807316476256,baseline,L1,After KET
85.65310492505353,-0.5391189154050918,baseline,L1,After KET
87.08065667380443,-0.5288181205915351,baseline,L1,After KET
88.50820842255531,-0.5808511413336558,baseline,L1,After KET
89.93576017130621,-0.5612360672804964,baseline,L1,After KET
91.3633119200571,-0.37286661379268077,baseline,L1,After KET
92.79086366880799,-0.4863640891899914,baseline,L1,After KET
94.21841541755889,-0.5426988039644118,baseline,L1,After KET
95.64596716630977,-0.4861674961117606,baseline,L1,After KET
97.07351891506067,-0.45947981061212223,baseline,L1,After KET
98.50107066381156,-0.5379355232781183,baseline,L1,After KET
99.92862241256245,-0.5563968338832337,baseline,L1,After KET
0.0,-0.35748660843372637,baseline,L2,After KET
1.4275517487508922,1.5156776207980813,baseline,L2,After KET
2.8551034975017844,1.5268517636057002,baseline,L2,After KET
4.282655246252677,1.5091871728674957,baseline,L2,After KET
5.710206995003569,1.5097326719549118,baseline,L2,After KET
7.1377587437544605,1.315768758020057,baseline,L2,After KET
8.565310492505354,1.2485626571541222,baseline,L2,After KET
9.992862241256246,0.8653864664262225,baseline,L2,After KET
11.420413990007138,0.6116890265432064,baseline,L2,After KET
12.84796573875803,0.5661892862845701,baseline,L2,After KET
14.275517487508921,0.3936550290019044,baseline,L2,After KET
15.703069236259815,0.32182415381461044,baseline,L2,After KET
17.130620985010708,0.19031612758515162,baseline,L2,After KET
18.558172733761598,0.0638457770485431,baseline,L2,After KET
19.98572448251249,0.03091744007148168,baseline,L2,After KET
21.41327623126338,-0.05659061512583465,baseline,L2,After KET
22.840827980014275,-0.16169576403297312,baseline,L2,After KET
24.26837972876517,-0.10949258956867712,baseline,L2,After KET
25.69593147751606,-0.19070700425320897,baseline,L2,After KET
27.123483226266952,-0.21469663845499334,baseline,L2,After KET
28.551034975017842,-0.37891491375601355,baseline,L2,After KET
29.978586723768736,-0.4381719985928148,baseline,L2,After KET
31.40613847251963,-0.4819263366002503,baseline,L2,After KET
32.83369022127052,-0.5743684699804497,baseline,L2,After KET
34.261241970021416,-0.6483437335376279,baseline,L2,After KET
35.6887937187723,-0.7868999815474367,baseline,L2,After KET
37.116345467523196,-0.841647779785099,baseline,L2,After KET
38.54389721627409,-0.897704842259407,baseline,L2,After KET
39.97144896502498,-1.206625610090862,baseline,L2,After KET
41.39900071377588,-1.282196025725652,baseline,L2,After KET
42.82655246252676,-1.4009690096921346,baseline,L2,After KET
44.25410421127766,-1.6452050301945664,baseline,L2,After KET
45.68165596002855,-1.773905168090726,baseline,L2,After KET
47.109207708779444,-1.9425407729913462,baseline,L2,After KET
48.53675945753034,-2.085693961369828,baseline,L2,After KET
49.964311206281224,-1.9457218901639752,baseline,L2,After KET
51.39186295503212,-1.95246228160956,baseline,L2,After KET
52.81941470378301,-1.6988810134452337,baseline,L2,After KET
54.246966452533904,-1.564077371108737,baseline,L2,After KET
55.6745182012848,-1.3939101912038392,baseline,L2,After KET
57.102069950035684,-1.3859904225879482,baseline,L2,After KET
58.52962169878658,-1.2626799118109444,baseline,L2,After KET
59.95717344753747,-1.2108550656926957,baseline,L2,After KET
61.384725196288365,-1.1219552057589246,baseline,L2,After KET
62.81227694503926,-1.062929895295111,baseline,L2,After KET
64.23982869379014,-1.042465033610788,baseline,L2,After KET
65.66738044254105,-0.8850731396362198,baseline,L2,After KET
67.09493219129193,-0.9808932134696873,baseline,L2,After KET
68.52248394004283,-0.9260242085037019,baseline,L2,After KET
69.95003568879372,-0.8413308955283323,baseline,L2,After KET
71.3775874375446,-0.8131866377380409,baseline,L2,After KET
72.8051391862955,-0.760875208460043,baseline,L2,After KET
74.23269093504639,-0.8308520362097311,baseline,L2,After KET
75.66024268379729,-0.765626594625121,baseline,L2,After KET
77.08779443254818,-0.7356822142280596,baseline,L2,After KET
78.51534618129907,-0.7407492091406831,baseline,L2,After KET
79.94289793004997,-0.7691496763761763,baseline,L2,After KET
81.37044967880085,-0.8737787530734363,baseline,L2,After KET
82.79800142755175,-0.8453544765512652,baseline,L2,After KET
84.22555317630264,-0.7692997457505854,baseline,L2,After KET
85.65310492505353,-0.8425996895847925,baseline,L2,After KET
